codi,nom,slug,coordenades.latitud,coordenades.longitud,comarca.codi,comarca.nom
081635,Pineda de Mar,,41.627522458000044,2.6895295030000654,21,Maresme
251667,Pinell de Solsonès,,41.950155940000045,1.4187570389999578,35,Solsonès
251673,Pinós,,41.82737047400008,1.541994621999993,35,Solsonès
431074,Pira,,41.42392999700008,1.2022952439997474,16,Conca de Barberà
171349,Planoles,,42.31634678600005,2.1036101310000284,31,Ripollès
431129,Poboleda,,41.23270287900004,0.8452760909990841,29,Priorat
081672,Polinyà,,41.55760939000003,2.156245284000012,40,Vallès Occidental
171352,Pont de Molins,,42.314643077000014,2.925538693000013,2,Alt Empordà
431418,Pontils,,41.47752472700006,1.3873960689998992,16,Conca de Barberà
081688,Pontons,,41.41573587200002,1.5166193169999707,3,Alt Penedès
171365,Pontós,,42.18673195200005,2.916807481000026,2,Alt Empordà
251728,Ponts,,41.915333923000034,1.1863693389997845,23,Noguera
171371,Porqueres,,42.104307016000064,2.778059866000026,28,Pla de l'Estany
431140,Porrera,,41.188257409000066,0.856129608999091,29,Priorat
171387,Portbou,,42.42638048900005,3.1624699700000662,2,Alt Empordà
431153,Pradell de la Teixeta,,41.15619339000005,0.8756468869991704,29,Priorat
431166,Prades,,41.30979410000002,0.9881911489994344,8,Baix Camp
431172,Prat de Comte,,40.983568146000025,0.4052372749963387,37,Terra Alta
431188,Pratdip,,41.05117875000006,0.8712948069991028,8,Baix Camp
081712,Prats de Lluçanès,,42.00864672000005,2.028590923000012,43,Lluçanès
251752,Prats i Sansor,,42.36492897100004,1.8369562410000324,15,Cerdanya
251765,Preixana,,41.60690150700002,1.0386018499995235,38,Urgell
251771,Preixens,,41.79405026200002,1.0508870049995824,23,Noguera
082303,Premià de Dalt,,41.50731101400003,2.3424611500000108,21,Maresme
081727,Premià de Mar,,41.489809495000024,2.35678568900004,21,Maresme
251790,Prullans,,42.37913530700005,1.7361847620000217,15,Cerdanya
171411,Puigcerdà,,42.432630326000016,1.9269476960000553,15,Cerdanya
081748,Puigdàlber,,41.404279648000056,1.7011001360000002,3,Alt Penedès
251804,Puiggròs,,41.55171931700005,0.8894555639992292,18,Garrigues
431191,Puigpelat,,41.27872270800002,1.2976365579998268,1,Alt Camp
081751,Puig-reig,,41.97413283100007,1.878989460000053,14,Berguedà
251811,Puigverd d'Agramunt,,41.77780562100003,1.1216422589996917,38,Urgell
251826,Puigverd de Lleida,,41.543703841000074,0.7335361049986784,33,Segrià
081764,Pujalt,,41.717335210000044,1.4226007849999291,6,Anoia
171426,Quart,,41.93976946700007,2.839936624000066,20,Gironès
170433,Queralbs,,42.34849447000003,2.162693687000048,31,Ripollès
431205,Querol,,41.42331134200003,1.3977368029999142,1,Alt Camp
171432,Rabós,,42.379336379000044,3.027717714000053,2,Alt Empordà
081786,Rajadell,,41.72769630200002,1.706226679000019,7,Bages
431212,Rasquera,,41.00136649100005,0.59713439099789,30,Ribera d'Ebre
